1207:30069,30070,30070,30069,30070,30016,30033,30070,30016,30020,30070,30070,30070,30095,30070,30070,30069,30010,30070,30070,30070,30089,30070,30069,30070,30001,30070,30070,30020,30070,30070,30020,30019,30012,30070,30070,30069,30070,30070,30082,30070,30069,30020,30020,30070,30001,30020,30020,30020,30070,30070,30070,30070,30070,30070,30070,30070,30070,30070,30070,30070,30070,30070,30070,30070,30070,30070,30070,30070,30070,30070,30070,30070,30070,30070,30070,30070,30070,30070,30070,30070,30070,30070,30070,30070,30070,30070,30070,30001,30001,30001,30001,30001,30001,30001,30001,30001,30001,30001,30001
1208:30033,30073,30073,30073,30092,30052,30090,30073,30072,30073,30073,30078,30072,30072,30033,30018,30073,30073,30073,30072,30073,30073,30032,30073,30006,30073,30090,30070,30073,30033,30072,30073,30028,30072,30072,30033,30072,30092,30092,30073,30073,30033,30072,30072,30032,30018,30072,30092,30073,30092,30092,30092,30092,30092,30092,30092,30092,30092,30092,30092,30092,30092,30092,30092,30092,30092,30092,30092,30092,30092,30092,30092,30092,30092,30092,30092,30092,30092,30092,30092,30092,30092,30092,30092,30092,30092,30092,30092,30006,30006,30006,30006,30006,30006,30006,30006,30006,30006,30006,30006
1737:30086,30086,30086,30028,30079,30053,30086,30028,30086,30086,30086,30086,30034,30079,30066,30000,30020,30061,30086,30079,30086,30000,30030,30086,30079,30086,30034,30034,30086,30086,30049,30086,30008,30086,30086,30079,30064,30013,30099,30005,30086,30086,30028,30028,30086,30086,30086,30016,30052,30038,30038,30038,30038,30038,30038,30038,30038,30038,30038,30038,30038,30038,30038,30038,30038,30038,30038,30038,30038,30038,30038,30038,30038,30038,30038,30038,30038,30038,30038,30038,30038,30038,30038,30038,30038,30038,30038,30038,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000
1209:30096,30066,30044,30044,30048,30066,30096,30096,30019,30019,30019,30022,30010,30096,30019,30066,30096,30096,30053,30019,30044,30096,30066,30004,30096,30024,30096,30021,30096,30019,30096,30096,30074,30066,30048,30073,30096,30096,30096,30096,30010,30096,30044,30019,30048,30019,30096,30096,30096,30096,30096,30096,30096,30096,30096,30096,30096,30096,30096,30096,30096,30096,30096,30096,30096,30096,30096,30096,30096,30096,30096,30096,30096,30096,30096,30096,30096,30096,30096,30096,30096,30096,30096,30096,30096,30096,30096,30096,30004,30004,30004,30004,30004,30004,30004,30004,30004,30004,30004,30004
1210:30099,30072,30017,30062,30072,30072,30062,30092,30070,30072,30092,30072,30099,30012,30072,30099,30062,30066,30063,30092,30008,30072,30065,30072,30099,30008,30099,30092,30072,30072,30032,30099,30072,30099,30072,30072,30014,30005,30092,30018,30064,30092,30062,30099,30099,30099,30072,30095,30072,30072,30072,30072,30072,30072,30072,30072,30072,30072,30072,30072,30072,30072,30072,30072,30072,30072,30072,30072,30072,30072,30072,30072,30072,30072,30072,30072,30072,30072,30072,30072,30072,30072,30072,30072,30072,30072,30072,30072,30005,30005,30005,30005,30005,30005,30005,30005,30005,30005,30005,30005
1739:30004,30028,30086,30088,30004,30004,30088,30035,30035,30051,30004,30035,30035,30035,30040,30035,30004,30019,30035,30035,30088,30035,30035,30004,30035,30035,30004,30035,30066,30029,30028,30004,30038,30035,30055,30028,30028,30028,30004,30035,30078,30035,30004,30080,30014,30055,30035,30035,30035,30031,30031,30031,30031,30031,30031,30031,30031,30031,30031,30031,30031,30031,30031,30031,30031,30031,30031,30031,30031,30031,30031,30031,30031,30031,30031,30031,30031,30031,30031,30031,30031,30031,30031,30031,30031,30031,30031,30031,30004,30004,30004,30004,30004,30004,30004,30004,30004,30004,30004,30004
1211:30039,30043,30005,30099,30099,30099,30099,30099,30073,30039,30039,30029,30099,30031,30059,30099,30099,30004,30073,30099,30076,30099,30099,30075,30073,30099,30099,30099,30099,30039,30099,30099,30073,30099,30039,30099,30099,30086,30099,30073,30003,30099,30073,30099,30039,30099,30071,30099,30099,30099,30099,30099,30099,30099,30099,30099,30099,30099,30099,30099,30099,30099,30099,30099,30099,30099,30099,30099,30099,30099,30099,30099,30099,30099,30099,30099,30099,30099,30099,30099,30099,30099,30099,30099,30099,30099,30099,30099,30003,30003,30003,30003,30003,30003,30003,30003,30003,30003,30003,30003
1740:30086,30051,30086,30051,30083,30051,30049,30036,30051,30086,30013,30051,30051,30054,30045,30051,30051,30018,30051,30016,30051,30072,30044,30049,30051,30051,30049,30051,30086,30049,30049,30051,30055,30051,30051,30095,30051,30036,30049,30051,30062,30051,30051,30051,30051,30051,30070,30051,30048,30051,30051,30051,30051,30051,30051,30051,30051,30051,30051,30051,30051,30051,30051,30051,30051,30051,30051,30051,30051,30051,30051,30051,30051,30051,30051,30051,30051,30051,30051,30051,30051,30051,30051,30051,30051,30051,30051,30051,30013,30013,30013,30013,30013,30013,30013,30013,30013,30013,30013,30013
1213:30038,30008,30038,30034,30008,30022,30070,30029,30060,30038,30064,30038,30029,30038,30022,30022,30038,30038,30022,30038,30008,30038,30008,30003,30034,30010,30070,30038,30038,30022,30038,30034,30038,30038,30048,30097,30022,30022,30022,30048,30038,30034,30008,30070,30029,30038,30022,30011,30022,30060,30060,30060,30060,30060,30060,30060,30060,30060,30060,30060,30060,30060,30060,30060,30060,30060,30060,30060,30060,30060,30060,30060,30060,30060,30060,30060,30060,30060,30060,30060,30060,30060,30060,30060,30060,30060,30060,30060,30003,30003,30003,30003,30003,30003,30003,30003,30003,30003,30003,30003
1214:30017,30004,30017,30003,30040,30017,30076,30017,30017,30040,30040,30019,30017,30017,30003,30017,30025,30025,30017,30017,30003,30017,30007,30028,30025,30031,30048,30041,30017,30090,30004,30017,30055,30022,30025,30017,30017,30093,30017,30003,30044,30017,30003,30096,30048,30067,30095,30041,30031,30045,30045,30045,30045,30045,30045,30045,30045,30045,30045,30045,30045,30045,30045,30045,30045,30045,30045,30045,30045,30045,30045,30045,30045,30045,30045,30045,30045,30045,30045,30045,30045,30045,30045,30045,30045,30045,30045,30045,30004,30004,30004,30004,30004,30004,30004,30004,30004,30004,30004,30004
1215:30029,30095,30017,30039,30095,30017,30090,30029,30095,30039,30095,30095,30095,30095,30095,30074,30095,30029,30090,30095,30039,30039,30029,30028,30039,30095,30066,30095,30029,30015,30095,30066,30029,30095,30095,30026,30095,30039,30007,30039,30029,30029,30090,30095,30090,30095,30039,30095,30039,30039,30039,30039,30039,30039,30039,30039,30039,30039,30039,30039,30039,30039,30039,30039,30039,30039,30039,30039,30039,30039,30039,30039,30039,30039,30039,30039,30039,30039,30039,30039,30039,30039,30039,30039,30039,30039,30039,30039,30007,30007,30007,30007,30007,30007,30007,30007,30007,30007,30007,30007
1744:30056,30011,30011,30011,30011,30043,30011,30092,30032,30062,30044,30095,30011,30030,30011,30064,30050,30011,30044,30011,30035,30064,30011,30064,30011,30064,30011,30043,30064,30013,30043,30011,30011,30043,30030,30011,30062,30006,30011,30062,30032,30043,30070,30011,30011,30062,30043,30011,30057,30021,30021,30021,30021,30021,30021,30021,30021,30021,30021,30021,30021,30021,30021,30021,30021,30021,30021,30021,30021,30021,30021,30021,30021,30021,30021,30021,30021,30021,30021,30021,30021,30021,30021,30021,30021,30021,30021,30021,30006,30006,30006,30006,30006,30006,30006,30006,30006,30006,30006,30006
1747:30083,30083,30029,30075,30032,30078,30083,30082,30083,30032,30083,30032,30004,30032,30083,30075,30075,30004,30083,30083,30082,30075,30075,30032,30083,30084,30075,30068,30083,30075,30043,30083,30075,30083,30072,30075,30083,30083,30083,30015,30084,30083,30032,30083,30075,30083,30043,30038,30083,30075,30075,30075,30075,30075,30075,30075,30075,30075,30075,30075,30075,30075,30075,30075,30075,30075,30075,30075,30075,30075,30075,30075,30075,30075,30075,30075,30075,30075,30075,30075,30075,30075,30075,30075,30075,30075,30075,30075,30004,30004,30004,30004,30004,30004,30004,30004,30004,30004,30004,30004
1220:30011,30004,30079,30079,30071,30090,30079,30079,30079,30081,30079,30004,30090,30028,30079,30079,30011,30079,30079,30079,30081,30081,30060,30011,30011,30079,30045,30071,30011,30011,30079,30049,30011,30011,30011,30088,30060,30028,30079,30090,30079,30011,30011,30069,30014,30033,30011,30028,30028,30028,30028,30028,30028,30028,30028,30028,30028,30028,30028,30028,30028,30028,30028,30028,30028,30028,30028,30028,30028,30028,30028,30028,30028,30028,30028,30028,30028,30028,30028,30028,30028,30028,30028,30028,30028,30028,30028,30028,30004,30004,30004,30004,30004,30004,30004,30004,30004,30004,30004,30004
1750:30030,30030,30030,30030,30030,30001,30030,30079,30056,30030,30030,30082,30018,30030,30030,30030,30011,30027,30011,30030,30030,30020,30030,30011,30030,30030,30032,30056,30052,30024,30030,30087,30030,30030,30030,30035,30091,30030,30061,30030,30011,30030,30030,30001,30011,30030,30012,30032,30030,30030,30030,30030,30030,30030,30030,30030,30030,30030,30030,30030,30030,30030,30030,30030,30030,30030,30030,30030,30030,30030,30030,30030,30030,30030,30030,30030,30030,30030,30030,30030,30030,30030,30030,30030,30030,30030,30030,30030,30001,30001,30001,30001,30001,30001,30001,30001,30001,30001,30001,30001
1222:30079,30040,30059,30059,30085,30059,30085,30085,30064,30040,30085,30059,30085,30085,30085,30085,30085,30059,30016,30047,30059,30099,30078,30059,30085,30016,30085,30059,30080,30085,30085,30085,30085,30016,30085,30001,30064,30059,30085,30085,30007,30047,30085,30085,30047,30059,30085,30078,30084,30040,30040,30040,30040,30040,30040,30040,30040,30040,30040,30040,30040,30040,30040,30040,30040,30040,30040,30040,30040,30040,30040,30040,30040,30040,30040,30040,30040,30040,30040,30040,30040,30040,30040,30040,30040,30040,30040,30040,30001,30001,30001,30001,30001,30001,30001,30001,30001,30001,30001,30001
1754:30035,30050,30050,30035,30050,30035,30035,30035,30050,30050,30035,30016,30050,30033,30026,30035,30035,30050,30037,30008,30035,30050,30050,30092,30016,30082,30069,30095,30039,30032,30039,30050,30050,30035,30026,30098,30035,30080,30095,30050,30035,30035,30008,30049,30035,30035,30080,30077,30044,30050,30050,30050,30050,30050,30050,30050,30050,30050,30050,30050,30050,30050,30050,30050,30050,30050,30050,30050,30050,30050,30050,30050,30050,30050,30050,30050,30050,30050,30050,30050,30050,30050,30050,30050,30050,30050,30050,30050,30008,30008,30008,30008,30008,30008,30008,30008,30008,30008,30008,30008
1755:30041,30063,30041,30097,30096,30049,30041,30065,30067,30091,30099,30041,30041,30039,30041,30041,30064,30083,30041,30046,30056,30046,30049,30041,30074,30041,30085,30067,30046,30041,30049,30041,30093,30046,30098,30041,30049,30046,30041,30041,30041,30041,30041,30041,30013,30041,30041,30039,30078,30083,30083,30083,30083,30083,30083,30083,30083,30083,30083,30083,30083,30083,30083,30083,30083,30083,30083,30083,30083,30083,30083,30083,30083,30083,30083,30083,30083,30083,30083,30083,30083,30083,30083,30083,30083,30083,30083,30083,30013,30013,30013,30013,30013,30013,30013,30013,30013,30013,30013,30013
1227:30034,30018,30095,30055,30073,30073,30071,30030,30018,30072,30072,30084,30034,30057,30034,30073,30073,30073,30073,30018,30065,30034,30093,30083,30073,30034,30073,30088,30018,30034,30005,30073,30034,30073,30073,30072,30073,30072,30073,30072,30072,30073,30073,30095,30034,30073,30095,30095,30065,30073,30073,30073,30073,30073,30073,30073,30073,30073,30073,30073,30073,30073,30073,30073,30073,30073,30073,30073,30073,30073,30073,30073,30073,30073,30073,30073,30073,30073,30073,30073,30073,30073,30073,30073,30073,30073,30073,30073,30005,30005,30005,30005,30005,30005,30005,30005,30005,30005,30005,30005
1756:30065,30005,30036,30065,30065,30069,30065,30045,30065,30077,30081,30038,30065,30091,30065,30045,30065,30095,30054,30045,30065,30045,30080,30075,30065,30045,30065,30065,30065,30007,30036,30036,30076,30074,30065,30045,30089,30065,30086,30065,30065,30051,30097,30065,30075,30065,30017,30036,30045,30015,30015,30015,30015,30015,30015,30015,30015,30015,30015,30015,30015,30015,30015,30015,30015,30015,30015,30015,30015,30015,30015,30015,30015,30015,30015,30015,30015,30015,30015,30015,30015,30015,30015,30015,30015,30015,30015,30015,30005,30005,30005,30005,30005,30005,30005,30005,30005,30005,30005,30005
1228:30088,30093,30093,30099,30099,30098,30065,30099,30093,30093,30072,30098,30093,30042,30072,30065,30093,30072,30072,30093,30093,30093,30072,30093,30072,30021,30093,30038,30072,30093,30098,30001,30099,30067,30093,30093,30072,30038,30093,30087,30093,30093,30093,30093,30093,30093,30093,30083,30065,30093,30093,30093,30093,30093,30093,30093,30093,30093,30093,30093,30093,30093,30093,30093,30093,30093,30093,30093,30093,30093,30093,30093,30093,30093,30093,30093,30093,30093,30093,30093,30093,30093,30093,30093,30093,30093,30093,30093,30001,30001,30001,30001,30001,30001,30001,30001,30001,30001,30001,30001
1229:30016,30016,30016,30016,30016,30016,30096,30016,30001,30016,30001,30016,30026,30022,30051,30016,30016,30016,30096,30096,30001,30026,30020,30099,30070,30011,30016,30020,30060,30020,30016,30016,30056,30016,30016,30016,30096,30016,30096,30016,30016,30020,30001,30013,30057,30000,30067,30096,30000,30099,30099,30099,30099,30099,30099,30099,30099,30099,30099,30099,30099,30099,30099,30099,30099,30099,30099,30099,30099,30099,30099,30099,30099,30099,30099,30099,30099,30099,30099,30099,30099,30099,30099,30099,30099,30099,30099,30099,30001,30001,30001,30001,30001,30001,30001,30001,30001,30001,30001,30001
1758:30016,30092,30065,30086,30035,30041,30035,30035,30035,30035,30014,30035,30035,30046,30065,30020,30051,30035,30001,30085,30051,30020,30035,30091,30019,30035,30016,30054,30000,30035,30035,30016,30035,30035,30002,30065,30035,30035,30092,30018,30051,30009,30035,30016,30020,30035,30035,30016,30020,30017,30017,30017,30017,30017,30017,30017,30017,30017,30017,30017,30017,30017,30017,30017,30017,30017,30017,30017,30017,30017,30017,30017,30017,30017,30017,30017,30017,30017,30017,30017,30017,30017,30017,30017,30017,30017,30017,30017,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000
1230:30078,30082,30054,30054,30054,30054,30054,30027,30066,30054,30054,30054,30054,30054,30037,30054,30054,30027,30035,30054,30054,30054,30027,30080,30027,30027,30038,30088,30062,30070,30088,30054,30050,30054,30054,30054,30054,30044,30054,30054,30054,30054,30001,30034,30027,30053,30008,30044,30054,30027,30027,30027,30027,30027,30027,30027,30027,30027,30027,30027,30027,30027,30027,30027,30027,30027,30027,30027,30027,30027,30027,30027,30027,30027,30027,30027,30027,30027,30027,30027,30027,30027,30027,30027,30027,30027,30027,30027,30001,30001,30001,30001,30001,30001,30001,30001,30001,30001,30001,30001
1761:30046,30091,30046,30006,30032,30032,30032,30051,30046,30032,30032,30012,30028,30032,30081,30032,30090,30032,30032,30077,30046,30046,30032,30032,30037,30032,30032,30024,30006,30032,30012,30032,30037,30011,30032,30032,30046,30091,30026,30032,30091,30032,30055,30026,30032,30046,30091,30070,30091,30046,30046,30046,30046,30046,30046,30046,30046,30046,30046,30046,30046,30046,30046,30046,30046,30046,30046,30046,30046,30046,30046,30046,30046,30046,30046,30046,30046,30046,30046,30046,30046,30046,30046,30046,30046,30046,30046,30046,30006,30006,30006,30006,30006,30006,30006,30006,30006,30006,30006,30006
1233:30097,30005,30037,30012,30065,30023,30053,30017,30023,30023,30053,30023,30014,30017,30023,30023,30017,30094,30021,30029,30001,30023,30094,30023,30053,30094,30022,30094,30029,30023,30023,30023,30094,30023,30023,30023,30029,30023,30023,30005,30023,30023,30023,30023,30001,30017,30017,30036,30023,30017,30017,30017,30017,30017,30017,30017,30017,30017,30017,30017,30017,30017,30017,30017,30017,30017,30017,30017,30017,30017,30017,30017,30017,30017,30017,30017,30017,30017,30017,30017,30017,30017,30017,30017,30017,30017,30017,30017,30001,30001,30001,30001,30001,30001,30001,30001,30001,30001,30001,30001
1235:30003,30022,30022,30022,30001,30022,30019,30010,30089,30089,30045,30061,30022,30022,30022,30022,30022,30022,30089,30022,30022,30089,30022,30022,30010,30022,30022,30092,30022,30022,30022,30019,30022,30045,30045,30028,30003,30022,30094,30067,30022,30089,30022,30022,30022,30022,30096,30019,30022,30089,30089,30089,30089,30089,30089,30089,30089,30089,30089,30089,30089,30089,30089,30089,30089,30089,30089,30089,30089,30089,30089,30089,30089,30089,30089,30089,30089,30089,30089,30089,30089,30089,30089,30089,30089,30089,30089,30089,30001,30001,30001,30001,30001,30001,30001,30001,30001,30001,30001,30001
1764:30098,30087,30001,30098,30098,30039,30015,30098,30001,30001,30098,30098,30098,30098,30098,30014,30098,30014,30071,30098,30001,30098,30066,30071,30001,30087,30098,30066,30071,30001,30024,30098,30095,30056,30098,30098,30026,30098,30098,30098,30098,30001,30098,30098,30034,30081,30098,30014,30000,30098,30098,30098,30098,30098,30098,30098,30098,30098,30098,30098,30098,30098,30098,30098,30098,30098,30098,30098,30098,30098,30098,30098,30098,30098,30098,30098,30098,30098,30098,30098,30098,30098,30098,30098,30098,30098,30098,30098,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000
1236:30096,30096,30096,30096,30096,30096,30021,30095,30007,30096,30095,30049,30096,30096,30096,30007,30096,30037,30096,30007,30007,30007,30007,30096,30096,30095,30045,30015,30096,30096,30047,30096,30096,30095,30083,30096,30096,30025,30060,30030,30049,30096,30096,30025,30049,30095,30030,30007,30007,30096,30096,30096,30096,30096,30096,30096,30096,30096,30096,30096,30096,30096,30096,30096,30096,30096,30096,30096,30096,30096,30096,30096,30096,30096,30096,30096,30096,30096,30096,30096,30096,30096,30096,30096,30096,30096,30096,30096,30007,30007,30007,30007,30007,30007,30007,30007,30007,30007,30007,30007
1765:30020,30064,30035,30088,30052,30088,30088,30088,30035,30035,30088,30088,30026,30088,30088,30088,30011,30088,30057,30016,30088,30088,30088,30047,30088,30024,30088,30037,30088,30064,30088,30047,30064,30088,30064,30010,30088,30088,30016,30035,30088,30088,30088,30088,30088,30020,30064,30088,30088,30064,30064,30064,30064,30064,30064,30064,30064,30064,30064,30064,30064,30064,30064,30064,30064,30064,30064,30064,30064,30064,30064,30064,30064,30064,30064,30064,30064,30064,30064,30064,30064,30064,30064,30064,30064,30064,30064,30064,30011,30011,30011,30011,30011,30011,30011,30011,30011,30011,30011,30011
1238:30093,30090,30010,30090,30090,30010,30010,30093,30090,30090,30010,30060,30063,30010,30010,30010,30052,30010,30093,30090,30010,30009,30009,30090,30049,30010,30010,30090,30087,30010,30001,30010,30010,30010,30077,30010,30093,30010,30010,30010,30010,30010,30012,30052,30010,30009,30010,30063,30010,30063,30063,30063,30063,30063,30063,30063,30063,30063,30063,30063,30063,30063,30063,30063,30063,30063,30063,30063,30063,30063,30063,30063,30063,30063,30063,30063,30063,30063,30063,30063,30063,30063,30063,30063,30063,30063,30063,30063,30001,30001,30001,30001,30001,30001,30001,30001,30001,30001,30001,30001
1767:30079,30043,30043,30043,30043,30079,30048,30007,30043,30073,30002,30007,30007,30034,30079,30043,30007,30096,30007,30061,30061,30079,30043,30069,30001,30007,30043,30079,30043,30043,30031,30043,30073,30041,30031,30043,30043,30007,30001,30099,30002,30043,30093,30087,30043,30007,30052,30066,30002,30001,30001,30001,30001,30001,30001,30001,30001,30001,30001,30001,30001,30001,30001,30001,30001,30001,30001,30001,30001,30001,30001,30001,30001,30001,30001,30001,30001,30001,30001,30001,30001,30001,30001,30001,30001,30001,30001,30001,30001,30001,30001,30001,30001,30001,30001,30001,30001,30001,30001,30001
1240:30056,30056,30081,30039,30039,30039,30012,30065,30039,30039,30054,30009,30081,30039,30065,30056,30067,30011,30011,30039,30039,30039,30039,30000,30039,30011,30039,30056,30026,30039,30039,30056,30056,30039,30026,30039,30039,30039,30056,30056,30039,30065,30039,30039,30056,30039,30039,30039,30011,30011,30011,30011,30011,30011,30011,30011,30011,30011,30011,30011,30011,30011,30011,30011,30011,30011,30011,30011,30011,30011,30011,30011,30011,30011,30011,30011,30011,30011,30011,30011,30011,30011,30011,30011,30011,30011,30011,30011,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000
1769:30073,30013,30073,30030,30020,30020,30073,30020,30020,30090,30087,30073,30020,30004,30073,30073,30020,30073,30073,30014,30073,30073,30014,30073,30020,30073,30073,30020,30080,30020,30080,30011,30020,30004,30080,30073,30087,30088,30011,30090,30073,30087,30091,30097,30030,30073,30014,30030,30073,30080,30080,30080,30080,30080,30080,30080,30080,30080,30080,30080,30080,30080,30080,30080,30080,30080,30080,30080,30080,30080,30080,30080,30080,30080,30080,30080,30080,30080,30080,30080,30080,30080,30080,30080,30080,30080,30080,30080,30004,30004,30004,30004,30004,30004,30004,30004,30004,30004,30004,30004
1241:30055,30088,30088,30060,30066,30013,30055,30013,30013,30088,30017,30091,30086,30004,30013,30013,30044,30013,30013,30012,30017,30013,30055,30017,30055,30060,30013,30008,30055,30012,30017,30013,30013,30013,30013,30005,30055,30013,30013,30055,30013,30013,30005,30013,30013,30013,30013,30055,30013,30005,30005,30005,30005,30005,30005,30005,30005,30005,30005,30005,30005,30005,30005,30005,30005,30005,30005,30005,30005,30005,30005,30005,30005,30005,30005,30005,30005,30005,30005,30005,30005,30005,30005,30005,30005,30005,30005,30005,30005,30005,30005,30005,30005,30005,30005,30005,30005,30005,30005,30005
1243:30044,30043,30087,30044,30081,30044,30087,30087,30056,30044,30044,30022,30071,30079,30044,30044,30079,30079,30044,30081,30044,30044,30044,30087,30079,30044,30087,30004,30044,30079,30044,30044,30026,30044,30070,30044,30044,30041,30044,30033,30094,30044,30022,30086,30075,30035,30030,30070,30098,30087,30087,30087,30087,30087,30087,30087,30087,30087,30087,30087,30087,30087,30087,30087,30087,30087,30087,30087,30087,30087,30087,30087,30087,30087,30087,30087,30087,30087,30087,30087,30087,30087,30087,30087,30087,30087,30087,30087,30004,30004,30004,30004,30004,30004,30004,30004,30004,30004,30004,30004
1772:30085,30077,30085,30079,30042,30077,30085,30077,30038,30085,30089,30077,30042,30007,30096,30077,30085,30085,30085,30042,30024,30066,30085,30085,30042,30085,30055,30064,30001,30061,30085,30034,30077,30085,30051,30095,30085,30085,30026,30042,30085,30001,30048,30085,30085,30001,30085,30042,30068,30085,30085,30085,30085,30085,30085,30085,30085,30085,30085,30085,30085,30085,30085,30085,30085,30085,30085,30085,30085,30085,30085,30085,30085,30085,30085,30085,30085,30085,30085,30085,30085,30085,30085,30085,30085,30085,30085,30085,30001,30001,30001,30001,30001,30001,30001,30001,30001,30001,30001,30001
1245:30022,30022,30070,30022,30022,30022,30022,30079,30079,30079,30022,30042,30083,30083,30083,30022,30022,30022,30071,30083,30024,30022,30022,30022,30051,30032,30022,30022,30022,30041,30022,30083,30022,30021,30022,30022,30083,30022,30070,30079,30079,30022,30037,30093,30022,30022,30022,30022,30022,30079,30079,30079,30079,30079,30079,30079,30079,30079,30079,30079,30079,30079,30079,30079,30079,30079,30079,30079,30079,30079,30079,30079,30079,30079,30079,30079,30079,30079,30079,30079,30079,30079,30079,30079,30079,30079,30079,30079,30021,30021,30021,30021,30021,30021,30021,30021,30021,30021,30021,30021
1246:30035,30058,30003,30095,30046,30035,30058,30095,30042,30095,30042,30017,30032,30032,30017,30095,30017,30095,30095,30017,30017,30040,30095,30017,30095,30095,30072,30095,30095,30058,30095,30035,30017,30046,30087,30095,30055,30095,30095,30005,30095,30095,30095,30054,30004,30007,30095,30095,30000,30095,30095,30095,30095,30095,30095,30095,30095,30095,30095,30095,30095,30095,30095,30095,30095,30095,30095,30095,30095,30095,30095,30095,30095,30095,30095,30095,30095,30095,30095,30095,30095,30095,30095,30095,30095,30095,30095,30095,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000
1776:30095,30059,30046,30057,30095,30095,30095,30043,30095,30007,30095,30095,30065,30014,30043,30095,30095,30095,30007,30095,30007,30007,30095,30037,30007,30095,30095,30007,30095,30020,30007,30095,30043,30015,30078,30007,30040,30095,30029,30095,30014,30064,30007,30095,30095,30059,30095,30007,30003,30043,30043,30043,30043,30043,30043,30043,30043,30043,30043,30043,30043,30043,30043,30043,30043,30043,30043,30043,30043,30043,30043,30043,30043,30043,30043,30043,30043,30043,30043,30043,30043,30043,30043,30043,30043,30043,30043,30043,30003,30003,30003,30003,30003,30003,30003,30003,30003,30003,30003,30003
1777:30042,30031,30041,30004,30012,30041,30012,30012,30012,30012,30073,30041,30041,30069,30004,30047,30012,30012,30012,30012,30047,30041,30025,30032,30094,30012,30012,30061,30004,30083,30012,30004,30012,30031,30068,30051,30012,30012,30012,30036,30012,30012,30016,30079,30041,30012,30042,30023,30004,30031,30031,30031,30031,30031,30031,30031,30031,30031,30031,30031,30031,30031,30031,30031,30031,30031,30031,30031,30031,30031,30031,30031,30031,30031,30031,30031,30031,30031,30031,30031,30031,30031,30031,30031,30031,30031,30031,30031,30004,30004,30004,30004,30004,30004,30004,30004,30004,30004,30004,30004
1249:30095,30098,30098,30016,30005,30005,30005,30098,30005,30005,30005,30016,30005,30016,30005,30016,30005,30005,30031,30005,30061,30005,30005,30035,30066,30005,30005,30005,30005,30004,30005,30016,30039,30087,30005,30098,30013,30005,30005,30005,30005,30005,30016,30005,30095,30016,30043,30005,30031,30005,30005,30005,30005,30005,30005,30005,30005,30005,30005,30005,30005,30005,30005,30005,30005,30005,30005,30005,30005,30005,30005,30005,30005,30005,30005,30005,30005,30005,30005,30005,30005,30005,30005,30005,30005,30005,30005,30005,30005,30005,30005,30005,30005,30005,30005,30005,30005,30005,30005,30005
1778:30033,30035,30053,30058,30053,30013,30053,30024,30053,30025,30053,30053,30053,30085,30048,30013,30013,30053,30048,30097,30053,30069,30097,30053,30013,30013,30002,30085,30053,30013,30039,30053,30053,30012,30053,30070,30053,30053,30013,30013,30013,30013,30053,30036,30063,30053,30053,30053,30027,30053,30053,30053,30053,30053,30053,30053,30053,30053,30053,30053,30053,30053,30053,30053,30053,30053,30053,30053,30053,30053,30053,30053,30053,30053,30053,30053,30053,30053,30053,30053,30053,30053,30053,30053,30053,30053,30053,30053,30002,30002,30002,30002,30002,30002,30002,30002,30002,30002,30002,30002
1250:30038,30078,30063,30038,30086,30038,30029,30041,30011,30062,30026,30064,30029,30006,30006,30029,30056,30029,30003,30029,30029,30003,30056,30038,30006,30038,30063,30029,30072,30017,30029,30019,30029,30079,30029,30056,30011,30029,30038,30077,30056,30029,30029,30056,30006,30038,30056,30029,30029,30076,30076,30076,30076,30076,30076,30076,30076,30076,30076,30076,30076,30076,30076,30076,30076,30076,30076,30076,30076,30076,30076,30076,30076,30076,30076,30076,30076,30076,30076,30076,30076,30076,30076,30076,30076,30076,30076,30076,30003,30003,30003,30003,30003,30003,30003,30003,30003,30003,30003,30003
1779:30085,30085,30005,30074,30080,30085,30085,30080,30067,30088,30073,30085,30062,30085,30085,30085,30080,30085,30088,30073,30085,30085,30080,30066,30072,30085,30085,30080,30085,30085,30088,30047,30080,30064,30047,30085,30080,30021,30085,30080,30080,30085,30072,30080,30014,30085,30085,30085,30085,30085,30085,30085,30085,30085,30085,30085,30085,30085,30085,30085,30085,30085,30085,30085,30085,30085,30085,30085,30085,30085,30085,30085,30085,30085,30085,30085,30085,30085,30085,30085,30085,30085,30085,30085,30085,30085,30085,30085,30005,30005,30005,30005,30005,30005,30005,30005,30005,30005,30005,30005
1251:30070,30070,30032,30032,30070,30015,30013,30070,30015,30070,30015,30015,30052,30070,30010,30070,30015,30017,30024,30070,30088,30070,30070,30070,30015,30070,30036,30022,30070,30070,30070,30032,30070,30015,30002,30032,30088,30070,30095,30070,30017,30070,30093,30088,30054,30057,30070,30070,30097,30015,30015,30015,30015,30015,30015,30015,30015,30015,30015,30015,30015,30015,30015,30015,30015,30015,30015,30015,30015,30015,30015,30015,30015,30015,30015,30015,30015,30015,30015,30015,30015,30015,30015,30015,30015,30015,30015,30015,30002,30002,30002,30002,30002,30002,30002,30002,30002,30002,30002,30002
