1135:30081,30051,30029,30072,30080,30051,30081,30051,30051,30037,30017,30051,30051,30072,30051,30083,30097,30051,30051,30081,30037,30051,30013,30037,30056,30083,30083,30051,30060,30051,30080,30025,30017,30051,30051,30037,30051,30081,30051,30081,30073,30051,30051,30081,30081,30096,30083,30083,30051,30051,30051,30051,30051,30051,30051,30051,30051,30051,30051,30051,30051,30051,30051,30051,30051,30051,30051,30051,30051,30051,30051,30051,30051,30051,30051,30051,30051,30051,30051,30051,30051,30051,30051,30051,30051,30051,30051,30051,30013,30013,30013,30013,30013,30013,30013,30013,30013,30013,30013,30013
1136:30081,30089,30089,30021,30021,30065,30039,30021,30045,30021,30021,30021,30021,30086,30045,30045,30054,30021,30021,30021,30021,30064,30075,30083,30021,30045,30021,30065,30067,30065,30019,30004,30058,30021,30045,30089,30089,30036,30045,30066,30004,30089,30021,30066,30021,30065,30089,30089,30021,30058,30058,30058,30058,30058,30058,30058,30058,30058,30058,30058,30058,30058,30058,30058,30058,30058,30058,30058,30058,30058,30058,30058,30058,30058,30058,30058,30058,30058,30058,30058,30058,30058,30058,30058,30058,30058,30058,30058,30004,30004,30004,30004,30004,30004,30004,30004,30004,30004,30004,30004
1138:30088,30088,30062,30057,30057,30091,30062,30079,30020,30088,30038,30091,30088,30088,30057,30055,30088,30088,30057,30057,30099,30088,30088,30088,30043,30076,30038,30088,30088,30088,30088,30040,30005,30062,30038,30088,30062,30062,30088,30010,30088,30005,30057,30076,30057,30062,30088,30088,30088,30037,30037,30037,30037,30037,30037,30037,30037,30037,30037,30037,30037,30037,30037,30037,30037,30037,30037,30037,30037,30037,30037,30037,30037,30037,30037,30037,30037,30037,30037,30037,30037,30037,30037,30037,30037,30037,30037,30037,30005,30005,30005,30005,30005,30005,30005,30005,30005,30005,30005,30005
1667:30021,30032,30021,30031,30032,30022,30055,30036,30009,30022,30032,30091,30021,30021,30022,30080,30060,30030,30032,30021,30012,30021,30095,30090,30022,30032,30021,30080,30031,30022,30021,30021,30032,30021,30032,30068,30022,30033,30084,30021,30089,30022,30032,30021,30021,30022,30021,30021,30014,30022,30022,30022,30022,30022,30022,30022,30022,30022,30022,30022,30022,30022,30022,30022,30022,30022,30022,30022,30022,30022,30022,30022,30022,30022,30022,30022,30022,30022,30022,30022,30022,30022,30022,30022,30022,30022,30022,30022,30009,30009,30009,30009,30009,30009,30009,30009,30009,30009,30009,30009
1139:30090,30052,30037,30052,30069,30071,30052,30085,30044,30044,30044,30052,30069,30052,30044,30044,30095,30052,30052,30052,30095,30044,30033,30023,30044,30095,30052,30058,30057,30052,30043,30014,30095,30052,30052,30052,30053,30052,30069,30052,30081,30095,30052,30052,30003,30095,30044,30062,30052,30095,30095,30095,30095,30095,30095,30095,30095,30095,30095,30095,30095,30095,30095,30095,30095,30095,30095,30095,30095,30095,30095,30095,30095,30095,30095,30095,30095,30095,30095,30095,30095,30095,30095,30095,30095,30095,30095,30095,30003,30003,30003,30003,30003,30003,30003,30003,30003,30003,30003,30003
1141:30089,30021,30021,30021,30055,30021,30021,30033,30079,30021,30021,30018,30079,30081,30033,30021,30021,30021,30021,30036,30021,30055,30021,30082,30073,30021,30068,30021,30021,30082,30002,30033,30079,30055,30033,30021,30021,30021,30057,30082,30029,30081,30053,30021,30074,30079,30055,30055,30021,30033,30033,30033,30033,30033,30033,30033,30033,30033,30033,30033,30033,30033,30033,30033,30033,30033,30033,30033,30033,30033,30033,30033,30033,30033,30033,30033,30033,30033,30033,30033,30033,30033,30033,30033,30033,30033,30033,30033,30002,30002,30002,30002,30002,30002,30002,30002,30002,30002,30002,30002
1670:30015,30069,30015,30087,30021,30015,30014,30025,30015,30015,30015,30015,30087,30015,30041,30015,30015,30088,30015,30050,30087,30012,30015,30087,30048,30015,30015,30025,30015,30015,30069,30012,30012,30087,30039,30093,30069,30086,30087,30015,30087,30041,30073,30015,30015,30015,30015,30015,30041,30015,30015,30015,30015,30015,30015,30015,30015,30015,30015,30015,30015,30015,30015,30015,30015,30015,30015,30015,30015,30015,30015,30015,30015,30015,30015,30015,30015,30015,30015,30015,30015,30015,30015,30015,30015,30015,30015,30015,30012,30012,30012,30012,30012,30012,30012,30012,30012,30012,30012,30012
1671:30053,30018,30018,30015,30051,30056,30051,30045,30070,30018,30008,30070,30058,30001,30044,30018,30044,30002,30018,30088,30051,30018,30092,30070,30069,30018,30039,30070,30051,30018,30070,30064,30006,30018,30018,30088,30038,30018,30088,30088,30039,30056,30070,30051,30070,30018,30018,30018,30044,30018,30018,30018,30018,30018,30018,30018,30018,30018,30018,30018,30018,30018,30018,30018,30018,30018,30018,30018,30018,30018,30018,30018,30018,30018,30018,30018,30018,30018,30018,30018,30018,30018,30018,30018,30018,30018,30018,30018,30001,30001,30001,30001,30001,30001,30001,30001,30001,30001,30001,30001
1672:30057,30057,30057,30076,30057,30078,30099,30076,30057,30057,30005,30057,30095,30005,30094,30036,30057,30034,30057,30094,30057,30057,30057,30094,30057,30027,30076,30094,30057,30022,30096,30057,30057,30057,30057,30057,30034,30076,30005,30009,30057,30057,30066,30057,30057,30026,30057,30076,30057,30057,30057,30057,30057,30057,30057,30057,30057,30057,30057,30057,30057,30057,30057,30057,30057,30057,30057,30057,30057,30057,30057,30057,30057,30057,30057,30057,30057,30057,30057,30057,30057,30057,30057,30057,30057,30057,30057,30057,30005,30005,30005,30005,30005,30005,30005,30005,30005,30005,30005,30005
1144:30057,30057,30054,30057,30057,30057,30057,30061,30061,30022,30071,30054,30051,30059,30030,30057,30057,30072,30057,30057,30057,30030,30057,30070,30057,30072,30057,30022,30057,30073,30057,30057,30057,30057,30072,30057,30022,30057,30061,30057,30061,30057,30057,30022,30062,30061,30051,30057,30057,30024,30024,30024,30024,30024,30024,30024,30024,30024,30024,30024,30024,30024,30024,30024,30024,30024,30024,30024,30024,30024,30024,30024,30024,30024,30024,30024,30024,30024,30024,30024,30024,30024,30024,30024,30024,30024,30024,30024,30022,30022,30022,30022,30022,30022,30022,30022,30022,30022,30022,30022
1673:30049,30049,30049,30038,30093,30049,30038,30038,30049,30055,30049,30099,30049,30008,30049,30091,30049,30049,30071,30007,30038,30049,30038,30049,30049,30049,30041,30049,30064,30049,30049,30060,30087,30010,30048,30049,30078,30049,30078,30049,30049,30049,30049,30038,30055,30049,30049,30012,30081,30038,30038,30038,30038,30038,30038,30038,30038,30038,30038,30038,30038,30038,30038,30038,30038,30038,30038,30038,30038,30038,30038,30038,30038,30038,30038,30038,30038,30038,30038,30038,30038,30038,30038,30038,30038,30038,30038,30038,30007,30007,30007,30007,30007,30007,30007,30007,30007,30007,30007,30007
1145:30006,30032,30097,30032,30032,30062,30089,30035,30006,30014,30097,30060,30074,30087,30060,30084,30054,30021,30070,30006,30088,30000,30074,30022,30006,30006,30022,30089,30006,30022,30060,30006,30006,30006,30033,30037,30006,30060,30006,30005,30079,30060,30022,30005,30005,30032,30074,30037,30085,30087,30087,30087,30087,30087,30087,30087,30087,30087,30087,30087,30087,30087,30087,30087,30087,30087,30087,30087,30087,30087,30087,30087,30087,30087,30087,30087,30087,30087,30087,30087,30087,30087,30087,30087,30087,30087,30087,30087,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000
1674:30041,30040,30032,30034,30069,30034,30064,30003,30034,30034,30034,30034,30034,30040,30034,30074,30034,30069,30034,30034,30034,30028,30040,30034,30060,30034,30064,30031,30034,30022,30034,30034,30040,30034,30034,30069,30019,30040,30034,30035,30034,30093,30069,30028,30069,30048,30019,30034,30034,30081,30081,30081,30081,30081,30081,30081,30081,30081,30081,30081,30081,30081,30081,30081,30081,30081,30081,30081,30081,30081,30081,30081,30081,30081,30081,30081,30081,30081,30081,30081,30081,30081,30081,30081,30081,30081,30081,30081,30003,30003,30003,30003,30003,30003,30003,30003,30003,30003,30003,30003
1146:30062,30008,30011,30058,30062,30033,30029,30088,30033,30088,30005,30088,30033,30062,30033,30088,30088,30030,30088,30062,30033,30062,30059,30088,30033,30088,30088,30088,30019,30019,30088,30088,30088,30033,30029,30088,30019,30005,30033,30088,30021,30033,30088,30088,30089,30011,30088,30088,30088,30088,30088,30088,30088,30088,30088,30088,30088,30088,30088,30088,30088,30088,30088,30088,30088,30088,30088,30088,30088,30088,30088,30088,30088,30088,30088,30088,30088,30088,30088,30088,30088,30088,30088,30088,30088,30088,30088,30088,30005,30005,30005,30005,30005,30005,30005,30005,30005,30005,30005,30005
1675:30093,30062,30051,30078,30051,30051,30006,30051,30098,30078,30051,30091,30051,30051,30051,30006,30006,30053,30051,30006,30051,30006,30006,30051,30051,30006,30081,30055,30006,30051,30012,30069,30006,30051,30051,30051,30034,30051,30078,30053,30017,30051,30051,30006,30034,30051,30051,30051,30006,30051,30051,30051,30051,30051,30051,30051,30051,30051,30051,30051,30051,30051,30051,30051,30051,30051,30051,30051,30051,30051,30051,30051,30051,30051,30051,30051,30051,30051,30051,30051,30051,30051,30051,30051,30051,30051,30051,30051,30006,30006,30006,30006,30006,30006,30006,30006,30006,30006,30006,30006
1676:30007,30096,30007,30048,30088,30090,30054,30085,30027,30090,30085,30088,30007,30059,30007,30007,30088,30007,30042,30007,30085,30007,30007,30007,30085,30079,30085,30042,30007,30007,30075,30096,30087,30007,30007,30007,30085,30027,30007,30007,30075,30036,30064,30007,30007,30007,30007,30007,30090,30007,30007,30007,30007,30007,30007,30007,30007,30007,30007,30007,30007,30007,30007,30007,30007,30007,30007,30007,30007,30007,30007,30007,30007,30007,30007,30007,30007,30007,30007,30007,30007,30007,30007,30007,30007,30007,30007,30007,30007,30007,30007,30007,30007,30007,30007,30007,30007,30007,30007,30007
1148:30039,30047,30047,30051,30047,30090,30047,30047,30045,30047,30094,30047,30047,30094,30094,30047,30042,30047,30047,30047,30035,30047,30008,30047,30089,30035,30047,30047,30094,30035,30043,30047,30051,30027,30047,30094,30047,30042,30051,30027,30047,30035,30089,30094,30039,30097,30043,30031,30047,30047,30047,30047,30047,30047,30047,30047,30047,30047,30047,30047,30047,30047,30047,30047,30047,30047,30047,30047,30047,30047,30047,30047,30047,30047,30047,30047,30047,30047,30047,30047,30047,30047,30047,30047,30047,30047,30047,30047,30008,30008,30008,30008,30008,30008,30008,30008,30008,30008,30008,30008
1677:30008,30015,30035,30072,30003,30040,30003,30050,30032,30003,30015,30038,30003,30084,30003,30008,30003,30003,30003,30003,30003,30042,30009,30059,30008,30032,30003,30008,30003,30032,30077,30008,30035,30050,30059,30003,30008,30059,30003,30008,30008,30003,30015,30008,30035,30003,30027,30003,30032,30050,30050,30050,30050,30050,30050,30050,30050,30050,30050,30050,30050,30050,30050,30050,30050,30050,30050,30050,30050,30050,30050,30050,30050,30050,30050,30050,30050,30050,30050,30050,30050,30050,30050,30050,30050,30050,30050,30050,30003,30003,30003,30003,30003,30003,30003,30003,30003,30003,30003,30003
1678:30056,30056,30054,30056,30013,30069,30056,30069,30056,30004,30054,30054,30056,30054,30054,30056,30004,30056,30006,30054,30056,30056,30056,30056,30023,30023,30056,30004,30004,30023,30054,30011,30056,30056,30056,30054,30023,30007,30056,30056,30046,30022,30054,30056,30092,30056,30076,30028,30099,30056,30056,30056,30056,30056,30056,30056,30056,30056,30056,30056,30056,30056,30056,30056,30056,30056,30056,30056,30056,30056,30056,30056,30056,30056,30056,30056,30056,30056,30056,30056,30056,30056,30056,30056,30056,30056,30056,30056,30004,30004,30004,30004,30004,30004,30004,30004,30004,30004,30004,30004
1150:30087,30083,30047,30078,30094,30077,30080,30073,30083,30083,30083,30083,30083,30083,30083,30083,30065,30041,30083,30003,30083,30087,30029,30029,30001,30001,30083,30029,30087,30029,30072,30083,30083,30083,30056,30083,30083,30003,30087,30083,30083,30001,30001,30083,30052,30044,30083,30090,30055,30054,30054,30054,30054,30054,30054,30054,30054,30054,30054,30054,30054,30054,30054,30054,30054,30054,30054,30054,30054,30054,30054,30054,30054,30054,30054,30054,30054,30054,30054,30054,30054,30054,30054,30054,30054,30054,30054,30054,30001,30001,30001,30001,30001,30001,30001,30001,30001,30001,30001,30001
1151:30098,30093,30099,30019,30098,30027,30027,30018,30085,30027,30027,30019,30027,30019,30027,30098,30019,30021,30049,30093,30049,30098,30019,30027,30027,30019,30027,30088,30027,30027,30098,30027,30019,30027,30027,30002,30047,30027,30049,30027,30099,30098,30027,30027,30027,30027,30099,30027,30098,30049,30049,30049,30049,30049,30049,30049,30049,30049,30049,30049,30049,30049,30049,30049,30049,30049,30049,30049,30049,30049,30049,30049,30049,30049,30049,30049,30049,30049,30049,30049,30049,30049,30049,30049,30049,30049,30049,30049,30002,30002,30002,30002,30002,30002,30002,30002,30002,30002,30002,30002
1681:30065,30044,30040,30076,30065,30003,30065,30003,30016,30065,30065,30044,30016,30044,30083,30065,30005,30065,30079,30003,30003,30065,30047,30062,30065,30065,30005,30005,30065,30003,30065,30040,30076,30095,30074,30044,30065,30065,30016,30065,30065,30065,30065,30010,30065,30065,30065,30065,30065,30044,30044,30044,30044,30044,30044,30044,30044,30044,30044,30044,30044,30044,30044,30044,30044,30044,30044,30044,30044,30044,30044,30044,30044,30044,30044,30044,30044,30044,30044,30044,30044,30044,30044,30044,30044,30044,30044,30044,30003,30003,30003,30003,30003,30003,30003,30003,30003,30003,30003,30003
1155:30003,30055,30055,30019,30055,30087,30069,30019,30084,30019,30019,30019,30053,30080,30079,30019,30032,30087,30055,30019,30019,30083,30019,30055,30019,30071,30084,30019,30003,30079,30060,30043,30019,30012,30087,30003,30019,30019,30055,30019,30082,30003,30003,30056,30019,30046,30074,30067,30019,30080,30080,30080,30080,30080,30080,30080,30080,30080,30080,30080,30080,30080,30080,30080,30080,30080,30080,30080,30080,30080,30080,30080,30080,30080,30080,30080,30080,30080,30080,30080,30080,30080,30080,30080,30080,30080,30080,30080,30003,30003,30003,30003,30003,30003,30003,30003,30003,30003,30003,30003
1684:30067,30081,30069,30074,30041,30081,30081,30007,30095,30041,30081,30095,30041,30041,30007,30081,30069,30081,30081,30007,30041,30041,30041,30019,30043,30069,30041,30041,30041,30081,30041,30098,30041,30095,30026,30041,30043,30092,30041,30092,30041,30041,30041,30081,30041,30041,30041,30041,30046,30041,30041,30041,30041,30041,30041,30041,30041,30041,30041,30041,30041,30041,30041,30041,30041,30041,30041,30041,30041,30041,30041,30041,30041,30041,30041,30041,30041,30041,30041,30041,30041,30041,30041,30041,30041,30041,30041,30041,30007,30007,30007,30007,30007,30007,30007,30007,30007,30007,30007,30007
1157:30054,30089,30010,30079,30079,30068,30089,30079,30007,30089,30007,30070,30027,30006,30027,30096,30027,30079,30008,30027,30007,30002,30027,30098,30078,30027,30007,30007,30027,30070,30079,30014,30027,30007,30010,30027,30008,30044,30089,30027,30066,30041,30026,30022,30079,30027,30070,30027,30099,30027,30027,30027,30027,30027,30027,30027,30027,30027,30027,30027,30027,30027,30027,30027,30027,30027,30027,30027,30027,30027,30027,30027,30027,30027,30027,30027,30027,30027,30027,30027,30027,30027,30027,30027,30027,30027,30027,30027,30002,30002,30002,30002,30002,30002,30002,30002,30002,30002,30002,30002
1159:30062,30033,30012,30012,30075,30073,30012,30014,30098,30073,30091,30071,30012,30012,30012,30087,30078,30087,30070,30087,30038,30087,30012,30012,30012,30012,30087,30073,30018,30087,30012,30087,30087,30012,30012,30087,30071,30024,30071,30012,30012,30035,30053,30016,30087,30012,30012,30097,30071,30012,30012,30012,30012,30012,30012,30012,30012,30012,30012,30012,30012,30012,30012,30012,30012,30012,30012,30012,30012,30012,30012,30012,30012,30012,30012,30012,30012,30012,30012,30012,30012,30012,30012,30012,30012,30012,30012,30012,30012,30012,30012,30012,30012,30012,30012,30012,30012,30012,30012,30012
